RespondentID,Task,Brand,Chosen,Influencer_Type,Platform,Follower_Count,Shared_pers_exp,Discount,choice,alt,id
R_80cyZIbtLWCsQhc,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_80cyZIbtLWCsQhc_Q9
R_20M974BSOpfdpJm,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_20M974BSOpfdpJm_Q9
R_20M974BSOpfdpJm,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_20M974BSOpfdpJm_Q9
R_2IhGVfRXMg2q11K,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2IhGVfRXMg2q11K_Q9
R_2IhGVfRXMg2q11K,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2IhGVfRXMg2q11K_Q9
R_2VmgpTTEU9CsCU9,Q9,A,1,Beauty Influence,TikTok,900K,No,10%,TRUE,A,R_2VmgpTTEU9CsCU9_Q9
R_2VmgpTTEU9CsCU9,Q9,B,0,Cosmetologist,Instagram,38K,No,20%,FALSE,B,R_2VmgpTTEU9CsCU9_Q9
R_8kw6DpuO6akgiL1,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8kw6DpuO6akgiL1_Q9
R_8kw6DpuO6akgiL1,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8kw6DpuO6akgiL1_Q9
R_8CDSOfwIxLBdVHS,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8CDSOfwIxLBdVHS_Q9
R_8CDSOfwIxLBdVHS,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8CDSOfwIxLBdVHS_Q9
R_4PCg0xo41HPjix6,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_4PCg0xo41HPjix6_Q9
R_4PCg0xo41HPjix6,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_4PCg0xo41HPjix6_Q9
R_2NxIMkwpbh4uE0v,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2NxIMkwpbh4uE0v_Q9
R_2NxIMkwpbh4uE0v,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2NxIMkwpbh4uE0v_Q9
R_8QFcyxNIVA1Xe2o,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8QFcyxNIVA1Xe2o_Q9
R_8QFcyxNIVA1Xe2o,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8QFcyxNIVA1Xe2o_Q9
R_8VpDJWyhlHZdtKO,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8VpDJWyhlHZdtKO_Q9
R_8VpDJWyhlHZdtKO,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8VpDJWyhlHZdtKO_Q9
R_8HLaxm0lpa01brX,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8HLaxm0lpa01brX_Q9
R_8HLaxm0lpa01brX,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8HLaxm0lpa01brX_Q9
R_2mr1ARmeHWwKTHX,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2mr1ARmeHWwKTHX_Q9
R_2mr1ARmeHWwKTHX,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2mr1ARmeHWwKTHX_Q9
R_83vTsfYdENP8Y9Z,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_83vTsfYdENP8Y9Z_Q9
R_83vTsfYdENP8Y9Z,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_83vTsfYdENP8Y9Z_Q9
R_25KM9izM9cRjaU8,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_25KM9izM9cRjaU8_Q9
R_25KM9izM9cRjaU8,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_25KM9izM9cRjaU8_Q9
R_2RwIzI6xMRVXo7P,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2RwIzI6xMRVXo7P_Q9
R_2RwIzI6xMRVXo7P,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2RwIzI6xMRVXo7P_Q9
R_8jOgDYvXKXiR8bQ,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8jOgDYvXKXiR8bQ_Q9
R_8jOgDYvXKXiR8bQ,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8jOgDYvXKXiR8bQ_Q9
R_2QLp51ci2MHtFhS,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2QLp51ci2MHtFhS_Q9
R_2QLp51ci2MHtFhS,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2QLp51ci2MHtFhS_Q9
R_8HZGDvNEe4xWhz0,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8HZGDvNEe4xWhz0_Q9
R_8HZGDvNEe4xWhz0,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8HZGDvNEe4xWhz0_Q9
R_2QKJ2Qbk5PeQCjv,Q9,A,1,Beauty Influence,TikTok,900K,No,10%,TRUE,A,R_2QKJ2Qbk5PeQCjv_Q9
R_2QKJ2Qbk5PeQCjv,Q9,B,0,Cosmetologist,Instagram,38K,No,20%,FALSE,B,R_2QKJ2Qbk5PeQCjv_Q9
R_8COh6aecAV5F6UI,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8COh6aecAV5F6UI_Q9
R_8COh6aecAV5F6UI,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8COh6aecAV5F6UI_Q9
R_24Cqkt4q4dzXz1f,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_24Cqkt4q4dzXz1f_Q9
R_24Cqkt4q4dzXz1f,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_24Cqkt4q4dzXz1f_Q9
R_8U79X6k0mjFP1Lj,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8U79X6k0mjFP1Lj_Q9
R_8U79X6k0mjFP1Lj,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8U79X6k0mjFP1Lj_Q9
R_84wpDA0PY9o0gfH,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_84wpDA0PY9o0gfH_Q9
R_84wpDA0PY9o0gfH,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_84wpDA0PY9o0gfH_Q9
R_8JmlJPmsTDQHXg7,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8JmlJPmsTDQHXg7_Q9
R_8JmlJPmsTDQHXg7,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8JmlJPmsTDQHXg7_Q9
R_2CKJX7kbxvTkCN9,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2CKJX7kbxvTkCN9_Q9
R_2CKJX7kbxvTkCN9,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2CKJX7kbxvTkCN9_Q9
R_8gSH5wOvI6p44R0,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8gSH5wOvI6p44R0_Q9
R_8gSH5wOvI6p44R0,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8gSH5wOvI6p44R0_Q9
R_8KlhaFGBOmZlCP7,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8KlhaFGBOmZlCP7_Q9
R_8KlhaFGBOmZlCP7,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8KlhaFGBOmZlCP7_Q9
R_2f2V2iNPNMSnoUV,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2f2V2iNPNMSnoUV_Q9
R_2f2V2iNPNMSnoUV,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2f2V2iNPNMSnoUV_Q9
R_2aJOumSbxZn6wPL,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2aJOumSbxZn6wPL_Q9
R_2aJOumSbxZn6wPL,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2aJOumSbxZn6wPL_Q9
R_2ASgGE1mjAdW1T5,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2ASgGE1mjAdW1T5_Q9
R_2ASgGE1mjAdW1T5,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2ASgGE1mjAdW1T5_Q9
R_2Eyvo3tHtuog7gY,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2Eyvo3tHtuog7gY_Q9
R_2Eyvo3tHtuog7gY,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2Eyvo3tHtuog7gY_Q9
R_2sdBUzsUurPfTGK,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2sdBUzsUurPfTGK_Q9
R_2sdBUzsUurPfTGK,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2sdBUzsUurPfTGK_Q9
R_8YXOY9cvNOrs4pz,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8YXOY9cvNOrs4pz_Q9
R_8YXOY9cvNOrs4pz,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8YXOY9cvNOrs4pz_Q9
R_82mzychTsKMSuvS,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_82mzychTsKMSuvS_Q9
R_82mzychTsKMSuvS,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_82mzychTsKMSuvS_Q9
R_8LO26I6sOZo4XJ4,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8LO26I6sOZo4XJ4_Q9
R_8LO26I6sOZo4XJ4,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8LO26I6sOZo4XJ4_Q9
R_8CqfuazmoGQ25TY,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8CqfuazmoGQ25TY_Q9
R_8CqfuazmoGQ25TY,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8CqfuazmoGQ25TY_Q9
R_2V4MlSV1weIf5M8,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2V4MlSV1weIf5M8_Q9
R_2V4MlSV1weIf5M8,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2V4MlSV1weIf5M8_Q9
R_8p9b44Repu4WaSR,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8p9b44Repu4WaSR_Q9
R_8p9b44Repu4WaSR,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8p9b44Repu4WaSR_Q9
R_8DpPVrXP4V1Md1V,Q9,A,1,Beauty Influence,TikTok,900K,No,10%,TRUE,A,R_8DpPVrXP4V1Md1V_Q9
R_8DpPVrXP4V1Md1V,Q9,B,0,Cosmetologist,Instagram,38K,No,20%,FALSE,B,R_8DpPVrXP4V1Md1V_Q9
R_8uHxfVv2i5Irsra,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8uHxfVv2i5Irsra_Q9
R_8uHxfVv2i5Irsra,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8uHxfVv2i5Irsra_Q9
R_29MeMGp8v5x7qpz,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_29MeMGp8v5x7qpz_Q9
R_29MeMGp8v5x7qpz,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_29MeMGp8v5x7qpz_Q9
R_2xxaSFJQ4H8esgU,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2xxaSFJQ4H8esgU_Q9
R_2xxaSFJQ4H8esgU,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2xxaSFJQ4H8esgU_Q9
R_2UVKZUJbW6Umzdi,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2UVKZUJbW6Umzdi_Q9
R_2UVKZUJbW6Umzdi,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2UVKZUJbW6Umzdi_Q9
R_24DF2R1Pe52M4z7,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_24DF2R1Pe52M4z7_Q9
R_24DF2R1Pe52M4z7,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_24DF2R1Pe52M4z7_Q9
R_2GBIvgHrgEVHrmq,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2GBIvgHrgEVHrmq_Q9
R_2GBIvgHrgEVHrmq,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2GBIvgHrgEVHrmq_Q9
R_2oa9WYGr9iPhatX,Q9,A,1,Beauty Influence,TikTok,900K,No,10%,TRUE,A,R_2oa9WYGr9iPhatX_Q9
R_2oa9WYGr9iPhatX,Q9,B,0,Cosmetologist,Instagram,38K,No,20%,FALSE,B,R_2oa9WYGr9iPhatX_Q9
R_8SfyiZofPe3sDKr,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8SfyiZofPe3sDKr_Q9
R_8SfyiZofPe3sDKr,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8SfyiZofPe3sDKr_Q9
R_2HRT7PubqNtOqxb,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2HRT7PubqNtOqxb_Q9
R_2HRT7PubqNtOqxb,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2HRT7PubqNtOqxb_Q9
R_8O3tENg9M0sZaaq,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8O3tENg9M0sZaaq_Q9
R_8O3tENg9M0sZaaq,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8O3tENg9M0sZaaq_Q9
R_2ml38zgtnngcYNf,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2ml38zgtnngcYNf_Q9
R_2ml38zgtnngcYNf,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2ml38zgtnngcYNf_Q9
R_8chFzuhpisnNBqF,Q9,A,1,Beauty Influence,TikTok,900K,No,10%,TRUE,A,R_8chFzuhpisnNBqF_Q9
R_8chFzuhpisnNBqF,Q9,B,0,Cosmetologist,Instagram,38K,No,20%,FALSE,B,R_8chFzuhpisnNBqF_Q9
R_2H1vkuEg1baH2lH,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2H1vkuEg1baH2lH_Q9
R_2H1vkuEg1baH2lH,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2H1vkuEg1baH2lH_Q9
R_2pWDYO87Fz9OFJ3,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2pWDYO87Fz9OFJ3_Q9
R_2pWDYO87Fz9OFJ3,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2pWDYO87Fz9OFJ3_Q9
R_23lEn0AWQFzyLId,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_23lEn0AWQFzyLId_Q9
R_23lEn0AWQFzyLId,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_23lEn0AWQFzyLId_Q9
R_2KrPqZyrmnNW4JX,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2KrPqZyrmnNW4JX_Q9
R_2KrPqZyrmnNW4JX,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2KrPqZyrmnNW4JX_Q9
R_2f8AxAd22Trb7hm,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2f8AxAd22Trb7hm_Q9
R_2f8AxAd22Trb7hm,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2f8AxAd22Trb7hm_Q9
R_29MjNvI56mTI3WF,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_29MjNvI56mTI3WF_Q9
R_29MjNvI56mTI3WF,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_29MjNvI56mTI3WF_Q9
R_8o1Dc1Td14REqa3,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8o1Dc1Td14REqa3_Q9
R_8o1Dc1Td14REqa3,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8o1Dc1Td14REqa3_Q9
R_80H1fiTF4ap8Q6p,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_80H1fiTF4ap8Q6p_Q9
R_80H1fiTF4ap8Q6p,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_80H1fiTF4ap8Q6p_Q9
R_8LXn0fNmrGfV353,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8LXn0fNmrGfV353_Q9
R_8LXn0fNmrGfV353,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8LXn0fNmrGfV353_Q9
R_82Ea3b4v2ulcAur,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_82Ea3b4v2ulcAur_Q9
R_82Ea3b4v2ulcAur,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_82Ea3b4v2ulcAur_Q9
R_2RU5JXpzin7J5N5,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2RU5JXpzin7J5N5_Q9
R_2RU5JXpzin7J5N5,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2RU5JXpzin7J5N5_Q9
R_2WTJCGVShIgIJw9,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2WTJCGVShIgIJw9_Q9
R_2WTJCGVShIgIJw9,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2WTJCGVShIgIJw9_Q9
R_8XUwYFP5rCdOdYl,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8XUwYFP5rCdOdYl_Q9
R_8XUwYFP5rCdOdYl,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8XUwYFP5rCdOdYl_Q9
R_2pm7waOLZ5Ex6Ip,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2pm7waOLZ5Ex6Ip_Q9
R_2pm7waOLZ5Ex6Ip,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2pm7waOLZ5Ex6Ip_Q9
R_8P6qTuR0APnQuEA,Q9,A,1,Beauty Influence,TikTok,900K,No,10%,TRUE,A,R_8P6qTuR0APnQuEA_Q9
R_8P6qTuR0APnQuEA,Q9,B,0,Cosmetologist,Instagram,38K,No,20%,FALSE,B,R_8P6qTuR0APnQuEA_Q9
R_2U4zzQicQmh5Zsy,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2U4zzQicQmh5Zsy_Q9
R_2U4zzQicQmh5Zsy,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2U4zzQicQmh5Zsy_Q9
R_2tYwfQ0XGi6UMCZ,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2tYwfQ0XGi6UMCZ_Q9
R_2tYwfQ0XGi6UMCZ,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2tYwfQ0XGi6UMCZ_Q9
R_2mqm8eKpqWo8rwc,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2mqm8eKpqWo8rwc_Q9
R_2mqm8eKpqWo8rwc,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2mqm8eKpqWo8rwc_Q9
R_2Pd6RF2W4Hx37JO,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2Pd6RF2W4Hx37JO_Q9
R_2Pd6RF2W4Hx37JO,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2Pd6RF2W4Hx37JO_Q9
R_2IqQyVpb1lw72vv,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2IqQyVpb1lw72vv_Q9
R_2IqQyVpb1lw72vv,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2IqQyVpb1lw72vv_Q9
R_2YPsSCpmuUtHHsT,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2YPsSCpmuUtHHsT_Q9
R_2YPsSCpmuUtHHsT,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2YPsSCpmuUtHHsT_Q9
R_2OpOpydacrQh5SH,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2OpOpydacrQh5SH_Q9
R_2OpOpydacrQh5SH,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2OpOpydacrQh5SH_Q9
R_8dMoPvdaNXhzQ0s,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8dMoPvdaNXhzQ0s_Q9
R_8dMoPvdaNXhzQ0s,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8dMoPvdaNXhzQ0s_Q9
R_2uuDdR9IYThH3zP,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2uuDdR9IYThH3zP_Q9
R_2uuDdR9IYThH3zP,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2uuDdR9IYThH3zP_Q9
R_8L86BMX0BnQ3GPp,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8L86BMX0BnQ3GPp_Q9
R_8L86BMX0BnQ3GPp,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8L86BMX0BnQ3GPp_Q9
R_2TUbt0a7PbctVqK,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2TUbt0a7PbctVqK_Q9
R_2TUbt0a7PbctVqK,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2TUbt0a7PbctVqK_Q9
R_89tzYUSO8k0XjwN,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_89tzYUSO8k0XjwN_Q9
R_89tzYUSO8k0XjwN,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_89tzYUSO8k0XjwN_Q9
R_2pJlgFbpqNNJ5cd,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2pJlgFbpqNNJ5cd_Q9
R_2pJlgFbpqNNJ5cd,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2pJlgFbpqNNJ5cd_Q9
R_83y6LoG8AfJADcZ,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_83y6LoG8AfJADcZ_Q9
R_83y6LoG8AfJADcZ,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_83y6LoG8AfJADcZ_Q9
R_2htGE5fxsRzzDcl,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2htGE5fxsRzzDcl_Q9
R_2htGE5fxsRzzDcl,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2htGE5fxsRzzDcl_Q9
R_8QQUi4pa4xy5pxe,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8QQUi4pa4xy5pxe_Q9
R_8QQUi4pa4xy5pxe,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8QQUi4pa4xy5pxe_Q9
R_2TytHvvAproV8bL,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2TytHvvAproV8bL_Q9
R_2TytHvvAproV8bL,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2TytHvvAproV8bL_Q9
R_223bkvJoM9aHQ1z,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_223bkvJoM9aHQ1z_Q9
R_223bkvJoM9aHQ1z,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_223bkvJoM9aHQ1z_Q9
R_8riJc6lJSyWAQqK,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8riJc6lJSyWAQqK_Q9
R_8riJc6lJSyWAQqK,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8riJc6lJSyWAQqK_Q9
R_8Kx52PLh5HWAhLB,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8Kx52PLh5HWAhLB_Q9
R_8Kx52PLh5HWAhLB,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8Kx52PLh5HWAhLB_Q9
R_8imrW24iXRq9dPg,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8imrW24iXRq9dPg_Q9
R_8imrW24iXRq9dPg,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8imrW24iXRq9dPg_Q9
R_2IxRPfbnuf5spcG,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2IxRPfbnuf5spcG_Q9
R_2IxRPfbnuf5spcG,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2IxRPfbnuf5spcG_Q9
R_21Z388PuJHZ4Bje,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_21Z388PuJHZ4Bje_Q9
R_21Z388PuJHZ4Bje,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_21Z388PuJHZ4Bje_Q9
R_8Op1ZA91VC6UZFN,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8Op1ZA91VC6UZFN_Q9
R_8Op1ZA91VC6UZFN,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8Op1ZA91VC6UZFN_Q9
R_8IaCbNlJ80lsaZw,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_8IaCbNlJ80lsaZw_Q9
R_8IaCbNlJ80lsaZw,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_8IaCbNlJ80lsaZw_Q9
R_85XvrSzXajomO3c,Q9,A,1,Beauty Influence,TikTok,900K,No,10%,TRUE,A,R_85XvrSzXajomO3c_Q9
R_85XvrSzXajomO3c,Q9,B,0,Cosmetologist,Instagram,38K,No,20%,FALSE,B,R_85XvrSzXajomO3c_Q9
R_2ydpFrk0vpLhQYq,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_2ydpFrk0vpLhQYq_Q9
R_2ydpFrk0vpLhQYq,Q9,B,1,Cosmetologist,Instagram,38K,No,20%,TRUE,B,R_2ydpFrk0vpLhQYq_Q9
R_20Zch8oZIb2qzDz,Q9,A,0,Beauty Influence,TikTok,900K,No,10%,FALSE,A,R_20Zch8oZIb2qzDz_Q9
