StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15_1,Q15_2,Q15_3,Q16,Q17,Q18,Q19_1,Q20,Q21,Q22,Q23
2025-06-19 10:42:12,2025-06-19 10:50:40,IP Address,151.82.253.71,100,507,True,2025-06-19 10:50:40,R_8MrR9bea4voBRvD,,,,,44.4847,11.328,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,3 = Sometimes,3 = Sometimes,3 = Sometimes,1 = Never,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,4 = Very,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,2 = Disagree,7 = Strong Preference for Brand B,Female,35-44,Romanian,Employed full-time
2025-06-19 10:50:18,2025-06-19 10:54:50,IP Address,188.11.153.10,100,271,True,2025-06-19 10:54:50,R_21cKkUNQEMLrQSz,,,,,43.7881,11.1112,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,1 = Never,4 = Frequently,2 = Rarely,4 = 1–2 times per week,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,5 = Completely,5 = Completely,2 = Slightly,2 = It makes me see the product as slightly less valuable,4 = Agree,3,Female,25-34,Italian,Self-employed
2025-06-19 10:53:04,2025-06-19 10:57:01,IP Address,146.241.2.88,100,236,True,2025-06-19 10:57:01,R_81SiMohb7q8psP8,,,,,45.3642,9.981,anonymous,EN,Yes,TikTok,5 = Very Frequently,5 = Very Frequently,1 = Never,1 = Never,3 = Sometimes,5 = Very Frequently,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,18-24,Italian,Student
2025-06-19 10:51:50,2025-06-19 10:58:53,IP Address,101.58.67.124,100,422,True,2025-06-19 10:58:53,R_8wBSJ2BogyXtb4V,,,,,43.8828,11.1008,anonymous,EN,Yes,In-store discovery,2 = Rarely,5 = Very Frequently,1 = Never,2 = Rarely,3 = Sometimes,3 = Sometimes,5 = Daily or more,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,1 = Not at all,4 = It makes me see the product as a good deal,2 = Disagree,7 = Strong Preference for Brand B,Female,25-34,Italian,Employed full-time
2025-06-19 09:58:46,2025-06-19 10:59:12,IP Address,193.207.147.181,100,3625,True,2025-06-19 10:59:12,R_8r0v8sVRAiDA2rT,,,,,44.7022,10.6307,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,3 = Sometimes,2 = Rarely,3 = Sometimes,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,2 = Slightly,3 = It does not change my perception of the product’s value,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,35-44,Italian,Employed full-time
2025-06-19 10:54:58,2025-06-19 11:01:11,IP Address,78.208.79.56,100,373,True,2025-06-19 11:01:12,R_8GDkKE6n8KyLNaY,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,3 = Sometimes,3 = Sometimes,1 = Never,4 = Frequently,5 = Daily or more,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,3 = Moderately,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,5,Female,35-44,Italian,Employed full-time
2025-06-19 11:02:50,2025-06-19 11:03:06,IP Address,93.41.60.88,100,15,True,2025-06-19 11:03:06,R_2eyKmN6wg26WaZH,,,,,45.413,11.8806,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19 10:58:12,2025-06-19 11:04:54,IP Address,37.100.101.149,100,401,True,2025-06-19 11:04:55,R_8erzLuofvpfmYDH,,,,,40.8449,14.2716,anonymous,EN,Yes,In-store discovery,5 = Very Frequently,5 = Very Frequently,2 = Rarely,3 = Sometimes,2 = Rarely,4 = Frequently,5 = Daily or more,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,4 = Very,3 = Moderately,2 = It makes me see the product as slightly less valuable,4 = Agree,1 = Strong Preference for Brand A,Female,18-24,Italian,Student
2025-06-19 11:00:15,2025-06-19 11:06:19,IP Address,146.241.140.136,100,364,True,2025-06-19 11:06:19,R_80myhNqWg50KTYZ,,,,,43.1479,12.1097,anonymous,EN,Yes,Other,1 = Never,3 = Sometimes,2 = Rarely,3 = Sometimes,3 = Sometimes,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,3 = Moderately,2 = It makes me see the product as slightly less valuable,3 = Neither Agree nor Disagree,1 = Strong Preference for Brand A,Female,45-54,Italian,Employed full-time
2025-06-19 10:55:43,2025-06-19 11:08:23,IP Address,93.47.33.138,100,760,True,2025-06-19 11:08:23,R_82EYWG9ZQ3Xhw8B,,,,,43.5939,13.5086,anonymous,EN,Yes,Instagram,3 = Sometimes,5 = Very Frequently,3 = Sometimes,4 = Frequently,2 = Rarely,5 = Very Frequently,5 = Daily or more,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,5 = Completely,5 = Completely,3 = Moderately,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,25-34,Italian,Employed full-time
2025-06-19 11:04:13,2025-06-19 11:11:25,IP Address,217.61.45.244,100,431,True,2025-06-19 11:11:26,R_2cXzam8GRpbZ5Dz,,,,,45.7059,9.5872,anonymous,EN,Yes,In-store discovery,1 = Never,4 = Frequently,1 = Never,3 = Sometimes,4 = Frequently,5 = Very Frequently,4 = 1–2 times per week,Brand A,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand A,1 = Not at all,3 = Moderately,3 = Moderately,2 = Slightly,1 = It makes me see the product as much less valuable,3 = Neither Agree nor Disagree,4,Female,25-34,Italian,Employed full-time
2025-06-19 11:07:35,2025-06-19 11:11:46,IP Address,37.159.2.74,100,250,True,2025-06-19 11:11:46,R_8rxfxGejHR0qo13,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,5 = Very Frequently,5 = Very Frequently,2 = Rarely,1 = Never,3 = Sometimes,2 = Rarely,5 = Daily or more,Brand B,Brand B,Brand A,Brand A,Brand A,Brand A,Brand B,Brand B,Brand A,Brand A,4 = Very,3 = Moderately,3 = Moderately,3 = Moderately,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,5,Female,18-24,Italian,Student
2025-06-19 11:09:23,2025-06-19 11:14:24,IP Address,93.66.124.109,100,300,True,2025-06-19 11:14:24,R_8GlmLGpPnEqgOFp,,,,,45.0729,7.689,anonymous,EN,Yes,Instagram,4 = Frequently,5 = Very Frequently,1 = Never,1 = Never,2 = Rarely,2 = Rarely,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,5 = Completely,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,25-34,Argentinian,Employed full-time
2025-06-19 11:13:09,2025-06-19 11:17:34,IP Address,93.44.82.186,100,265,True,2025-06-19 11:17:35,R_2qyRfKNtAoQVvYa,,,,,44.4847,11.328,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,1 = Never,2 = Rarely,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand A,2 = Slightly,4 = Very,4 = Very,2 = Slightly,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,25-34,Italian,Other
2025-06-19 11:13:48,2025-06-19 11:18:10,IP Address,93.35.192.127,100,262,True,2025-06-19 11:18:10,R_8j5QhkjsR5InuPn,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,5 = Very Frequently,2 = Rarely,3 = Sometimes,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,18-24,Italian,Student
2025-06-19 11:15:14,2025-06-19 11:19:14,IP Address,89.251.252.185,100,240,True,2025-06-19 11:19:14,R_2esLLpHRPJDPLMO,,,,,46.198,9.0222,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,1 = Never,1 = Never,4 = Frequently,3 = Sometimes,4 = 1–2 times per week,Brand B,Brand A,Brand A,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand A,3 = Moderately,4 = Very,4 = Very,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,25-34,Swiss,Student
2025-06-19 11:03:11,2025-06-19 11:19:24,IP Address,95.244.73.2,100,973,True,2025-06-19 11:19:24,R_2EDd3ibWxL276Ol,,,,,45.4722,9.1922,anonymous,EN,Yes,TikTok,4 = Frequently,4 = Frequently,2 = Rarely,2 = Rarely,3 = Sometimes,3 = Sometimes,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand A,Brand A,Brand A,Brand A,Brand A,Brand A,Brand A,3 = Moderately,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,5,Female,25-34,Italian,Employed full-time
2025-06-19 11:18:24,2025-06-19 11:21:35,IP Address,92.64.243.191,100,191,True,2025-06-19 11:21:35,R_8LMySJoToaRuxUN,,,,,51.6353,4.8563,anonymous,EN,Yes,TikTok,5 = Very Frequently,2 = Rarely,1 = Never,4 = Frequently,1 = Never,1 = Never,3 = 1–2 times per month,Brand B,Brand B,Brand A,Brand A,Brand B,Brand B,Brand B,Brand A,Brand A,Brand A,1 = Not at all,4 = Very,5 = Completely,3 = Moderately,4 = It makes me see the product as a good deal,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,18-24,Italian,Student
2025-06-19 11:19:08,2025-06-19 11:22:38,IP Address,88.40.189.194,100,210,True,2025-06-19 11:22:39,R_8hydsHrcdEJVI6L,,,,,44.5619,11.4254,anonymous,EN,Yes,"Traditional media (TV, radio, newspapers, magazines)",1 = Never,5 = Very Frequently,4 = Frequently,4 = Frequently,3 = Sometimes,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand A,3 = Moderately,4 = Very,4 = Very,1 = Not at all,4 = It makes me see the product as a good deal,4 = Agree,3,Female,25-34,Italian,Employed full-time
2025-06-19 11:20:56,2025-06-19 11:24:50,IP Address,93.146.94.123,100,233,True,2025-06-19 11:24:50,R_2nNrFDANGtZnYeW,,,,,43.7825,11.2516,anonymous,EN,Yes,Instagram,3 = Sometimes,5 = Very Frequently,3 = Sometimes,1 = Never,3 = Sometimes,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,4 = Agree,5,Female,35-44,Italian,Employed full-time
2025-06-19 11:19:14,2025-06-19 11:27:35,IP Address,109.52.39.57,100,501,True,2025-06-19 11:27:36,R_2oT58vp6puK6RvJ,,,,,41.8905,12.5127,anonymous,EN,Yes,Instagram,3 = Sometimes,5 = Very Frequently,1 = Never,3 = Sometimes,4 = Frequently,2 = Rarely,4 = 1–2 times per week,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,25-34,Italian,Self-employed
2025-06-19 11:23:33,2025-06-19 11:28:21,IP Address,82.55.26.11,100,288,True,2025-06-19 11:28:21,R_8jtIMd5qv8uHsR3,,,,,41.8905,12.5127,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,4 = Frequently,1 = Never,4 = Frequently,4 = Frequently,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,5 = Completely,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,1 = Strongly Disagree,7 = Strong Preference for Brand B,Female,25-34,Italian,Student
2025-06-19 11:24:23,2025-06-19 11:29:03,IP Address,93.35.142.119,100,279,True,2025-06-19 11:29:03,R_2OgpHcAPY68ijvj,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,2 = Rarely,1 = Never,3 = Sometimes,2 = Rarely,5 = Daily or more,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,3 = Moderately,3 = It does not change my perception of the product’s value,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,25-34,Italian,Employed full-time
2025-06-19 11:25:45,2025-06-19 11:30:23,IP Address,109.54.193.64,100,277,True,2025-06-19 11:30:23,R_2lWugypvmIoVCdo,,,,,44.0545,12.5686,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,3 = Sometimes,2 = Rarely,4 = Frequently,2 = Rarely,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,25-34,Italian,Employed full-time
2025-06-19 11:27:30,2025-06-19 11:30:58,IP Address,93.33.121.1,100,207,True,2025-06-19 11:30:58,R_88Zp8rG8AbArsDk,,,,,43.1479,12.1097,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,1 = Never,1 = Never,4 = Frequently,1 = Never,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,3 = Moderately,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,1 = Strong Preference for Brand A,Female,18-24,Italian,Student
2025-06-19 11:28:33,2025-06-19 11:32:30,IP Address,78.209.84.45,100,236,True,2025-06-19 11:32:30,R_2VgzNXyTjjElPW1,,,,,43.1479,12.1097,anonymous,EN,Yes,"Traditional media (TV, radio, newspapers, magazines)",4 = Frequently,4 = Frequently,3 = Sometimes,1 = Never,4 = Frequently,4 = Frequently,4 = 1–2 times per week,Brand B,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,4 = Very,3 = Moderately,1 = Not at all,1 = It makes me see the product as much less valuable,3 = Neither Agree nor Disagree,1 = Strong Preference for Brand A,Female,18-24,Italian,Student
2025-06-19 11:33:12,2025-06-19 11:33:25,IP Address,193.207.36.7,100,13,True,2025-06-19 11:33:25,R_2mvXuhfdZ0BGj82,,,,,45.0729,7.689,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19 11:20:34,2025-06-19 11:33:59,IP Address,130.41.117.63,100,805,True,2025-06-19 11:34:00,R_2PT4pW8naLAP6IQ,,,,,45.4722,9.1922,anonymous,EN,Yes,"Other social media (Facebook, YouTube, X, etc.)",3 = Sometimes,5 = Very Frequently,5 = Very Frequently,2 = Rarely,4 = Frequently,5 = Very Frequently,5 = Daily or more,Brand B,Brand B,Brand A,Brand A,Brand A,Brand B,Brand B,Brand A,Brand A,Brand A,4 = Very,4 = Very,4 = Very,1 = Not at all,4 = It makes me see the product as a good deal,3 = Neither Agree nor Disagree,4,Female,25-34,Italian,Employed full-time
2025-06-19 11:26:44,2025-06-19 11:35:18,IP Address,93.35.141.149,100,514,True,2025-06-19 11:35:19,R_8nmVcVVrUTm6aDD,,,,,45.4722,9.1922,anonymous,EN,Yes,In-store discovery,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand A,2 = Slightly,4 = Very,5 = Completely,3 = Moderately,4 = It makes me see the product as a good deal,3 = Neither Agree nor Disagree,4,Female,25-34,Italian,Student
2025-06-19 11:34:20,2025-06-19 11:38:01,IP Address,151.44.208.183,100,221,True,2025-06-19 11:38:02,R_85Uic5vxUZo2Crv,,,,,41.1121,16.6964,anonymous,EN,Yes,Instagram,2 = Rarely,4 = Frequently,1 = Never,2 = Rarely,3 = Sometimes,2 = Rarely,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,2 = Disagree,3,Female,25-34,Italian,Employed full-time
2025-06-19 11:35:35,2025-06-19 11:41:06,IP Address,151.55.199.41,100,331,True,2025-06-19 11:41:07,R_8JQ4bNuczGDX4J0,,,,,45.6864,9.6093,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,4 = Frequently,2 = Rarely,2 = Rarely,2 = Rarely,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,2,Female,25-34,Italian,Employed full-time
2025-06-19 11:35:51,2025-06-19 11:41:47,IP Address,37.159.13.156,100,356,True,2025-06-19 11:41:48,R_8Nabxpr1zv5xZlP,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,3 = Sometimes,5 = Very Frequently,5 = Very Frequently,4 = 1–2 times per week,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,25-34,Italian,Employed full-time
2025-06-19 11:40:32,2025-06-19 11:44:48,IP Address,95.233.226.137,100,255,True,2025-06-19 11:44:49,R_8OOLVQtnWU4G7fC,,,,,43.2996,13.4471,anonymous,EN,Yes,In-store discovery,3 = Sometimes,5 = Very Frequently,1 = Never,2 = Rarely,4 = Frequently,4 = Frequently,4 = 1–2 times per week,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,4 = Very,4 = Very,2 = Slightly,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,35-44,Italian,Employed full-time
2025-06-19 11:38:27,2025-06-19 11:45:47,IP Address,78.211.227.234,100,439,True,2025-06-19 11:45:48,R_80vK3oRfZMYfCVc,,,,,43.1479,12.1097,anonymous,EN,Yes,In-store discovery,1 = Never,5 = Very Frequently,3 = Sometimes,1 = Never,2 = Rarely,5 = Very Frequently,2 = Less than once a month,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,45-54,Italian,Employed part-time
2025-06-19 11:45:31,2025-06-19 11:46:19,IP Address,78.210.150.98,100,48,True,2025-06-19 11:46:19,R_82Jk1OEfaAqX4q7,,,,,43.1479,12.1097,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19 11:46:36,2025-06-19 11:50:09,IP Address,109.52.77.232,100,213,True,2025-06-19 11:50:09,R_8NbpJMf1Ib8m9ea,,,,,41.8905,12.5127,anonymous,EN,Yes,Instagram,3 = Sometimes,3 = Sometimes,1 = Never,1 = Never,3 = Sometimes,4 = Frequently,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,5 = Completely,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,25-34,Italian,Employed full-time
2025-06-19 11:42:07,2025-06-19 11:51:14,IP Address,79.42.134.20,100,546,True,2025-06-19 11:51:14,R_2iy9hnX67fELaDp,,,,,43.7825,11.2516,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,1 = Never,1 = Never,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,1 = Strong Preference for Brand A,Female,25-34,Italian,Employed full-time
2025-06-19 11:57:01,2025-06-19 12:03:04,IP Address,95.235.120.219,100,362,True,2025-06-19 12:03:04,R_8l3EHVPHTCoCB4R,,,,,43.7089,10.4087,anonymous,EN,Yes,Instagram,2 = Rarely,4 = Frequently,3 = Sometimes,2 = Rarely,2 = Rarely,4 = Frequently,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,2,Female,25-34,Italian,Student
2025-06-19 11:58:00,2025-06-19 12:04:41,IP Address,77.242.133.99,100,400,True,2025-06-19 12:04:41,R_2P7BVYTkn7g1bMM,,,,,45.91,8.7325,anonymous,EN,Yes,Other,1 = Never,3 = Sometimes,2 = Rarely,2 = Rarely,3 = Sometimes,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,3 = Moderately,3 = It does not change my perception of the product’s value,2 = Disagree,5,Female,25-34,Italian,Employed full-time
2025-06-19 12:01:37,2025-06-19 12:07:27,IP Address,151.29.86.159,100,349,True,2025-06-19 12:07:28,R_8mJG14krARTyMU1,,,,,43.7089,10.4087,anonymous,EN,Yes,Instagram,2 = Rarely,5 = Very Frequently,4 = Frequently,1 = Never,2 = Rarely,5 = Very Frequently,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand A,3 = Moderately,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,25-34,Italian,Employed full-time
2025-06-19 12:06:41,2025-06-19 12:09:49,IP Address,193.207.173.72,100,188,True,2025-06-19 12:09:50,R_8JPj1LU4K0ycOeB,,,,,44.9162,10.6637,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,2 = Rarely,3 = Sometimes,1 = Never,1 = Never,3 = 1–2 times per month,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,5 = Completely,5 = Completely,3 = Moderately,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,3,Female,25-34,Italian,Employed part-time
2025-06-19 12:03:33,2025-06-19 12:10:46,IP Address,62.221.168.92,100,432,True,2025-06-19 12:10:46,R_2QVRvoKKD0jinHP,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,4 = Frequently,4 = Frequently,2 = Rarely,2 = Rarely,3 = Sometimes,3 = Sometimes,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand B,Brand B,Brand B,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,5 = Completely,4 = Very,2 = It makes me see the product as slightly less valuable,3 = Neither Agree nor Disagree,5,Female,25-34,Italian,Employed full-time
2025-06-19 12:06:27,2025-06-19 12:12:31,IP Address,93.35.137.242,100,363,True,2025-06-19 12:12:31,R_8ltKoAIFs0Ng7Tj,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,3 = Sometimes,5 = Very Frequently,1 = Never,3 = Sometimes,2 = Rarely,5 = Very Frequently,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,5 = Completely,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,6,Female,18-24,Italian,Employed part-time
2025-06-19 12:10:20,2025-06-19 12:15:50,IP Address,2.38.70.124,100,330,True,2025-06-19 12:15:50,R_2OfCkHygTYrdane,,,,,41.8905,12.5127,anonymous,EN,Yes,Instagram,2 = Rarely,5 = Very Frequently,2 = Rarely,3 = Sometimes,2 = Rarely,3 = Sometimes,5 = Daily or more,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,5,Female,45-54,Italian,Unemployed
2025-06-19 12:17:25,2025-06-19 12:18:08,IP Address,151.57.36.131,100,42,True,2025-06-19 12:18:08,R_2HZlUPXWO5CBZhT,,,,,41.8905,12.5127,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19 12:19:19,2025-06-19 12:19:35,IP Address,93.40.226.122,100,15,True,2025-06-19 12:19:36,R_2NDq6scdYmfdcwg,,,,,40.68,14.7837,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19 12:16:27,2025-06-19 12:20:08,IP Address,78.208.124.78,100,220,True,2025-06-19 12:20:08,R_8yCoaPtv2GoiScx,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,5 = Very Frequently,5 = Very Frequently,5 = Very Frequently,5 = Very Frequently,5 = Very Frequently,5 = Very Frequently,5 = Daily or more,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,3 = Moderately,2 = It makes me see the product as slightly less valuable,4 = Agree,3,Female,25-34,Italian,Self-employed
2025-06-19 12:15:47,2025-06-19 12:23:50,IP Address,79.56.231.211,100,483,True,2025-06-19 12:23:50,R_2JE35CGxd47VvNU,,,,,41.8905,12.5127,anonymous,EN,Yes,TikTok,4 = Frequently,4 = Frequently,2 = Rarely,1 = Never,1 = Never,3 = Sometimes,5 = Daily or more,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,18-24,Italian,Student
2025-06-19 12:28:25,2025-06-19 12:32:45,IP Address,50.170.109.146,100,260,True,2025-06-19 12:32:46,R_63TzpsmY3ti82fP,,,,,43.0729,-70.8052,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,2 = Rarely,3 = Sometimes,3 = Sometimes,4 = Frequently,4 = 1–2 times per week,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,5 = Completely,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,2 = Disagree,5,Female,25-34,Italian,Employed full-time
